Release,Track No#,Song Title,Artist,Rep Count,Duration,Genre,Hard?,Easy to Learn?,Tags
102,6 - Biceps,All The Way Up,"Fat Joe, Remy Mar, David Guetta",130,5:05,Hip-Hop,,,"Easy to Learn, Beast Mode"
102,7 - Lunges,Lost & Found,Borgeous & 7 Skies,188,5:15,EDM,,,
102,8 - Shoulders,Feel It,GTA & What So Not,174,5:44,Pop,Hard,,Hard
102,9 - Core,Starboy,The Weeknd feat Daft Punk,84,3:56,Hip-Hop,,,"Sing-Along, Short (<4:30)"
102,10 - Cooldown,Capsize,Frenship & Emily Warren,0,4:03,Pop,,,Short (<4:30)
103,1 - Warmup,Places,Martin Solveig feat. Ina Wroldsen,84,5:08,EDM,,,
103,2 - Squats,Here Comes the Sun,Will K feat. Sean Declase,128,5:24,EDM,,,"Summer, Spring"
103,3 - Chest,Believer,Imagine Dragons,118,5:13,Rock,,,"Sing-Along, Positive Vibes"
103,4 - Back,I Need You,Armin Van Buuren feat. Olaf Blackwood,98,6:19,EDM,,,Long (>6 min)
103,5 - Triceps,Come Get It Bae,Pharrell Williams,80,4:41,Hip-Hop,Hard,,Hard
103,6 - Biceps,Let Me Love You,DJ Snake & Justin Bieber,89,4:20,Pop,,,"Sing-Along, Valentine's Day, Short (<4:30)"
103,7 - Lunges,ILYSM,Steve Aoki & Autoerotique,188,6:33,EDM,Hard,,"Hard, Long (>6 min), Valentine's Day"
103,8 - Shoulders,Paris,The Chainsmokers,110,5:35,Pop,,Easy to Learn,"Valentine's Day, Easy to Learn"
103,9 - Core,I Love You,Axwell/\ngrosso feat. Kid Ink,72,3:15,EDM,,,"Valentine's Day, Short (<4:30)"
103,10 - Cooldown,1 Night,Mura Masa feat. Charlie XCX ,0,3:31,Pop,,,Short (<4:30)
104,1 - Warmup,More Than You Know,Axwell/\Ingrosso,77,5:10,Pop,,,
104,2 - Squats,Black Rose,BlasterJaxx feat. Jonathan Mendelsohn,136,6:10,EDM,,,"Halloween, Break-Up Songs, Spring, Beast Mode, Long (>6 min)"
104,3 - Chest,Young And Menace,Fall Out Boy,110,5:34,Rock,,,"Emo, Beast Mode"
104,4 - Back,Ain't Giving Up (WiDE AWAKE Remix),Craig David & Sigala,102,5:15,EDM,,,"Valentine's Day, Positive Vibes, Pride"
104,5 - Triceps,Touch,Little Mix,109,4:21,Pop,,,"Women of Pop, Valentine's Day, Short (<4:30)"
104,6 - Biceps,Back Again,Flosstradamus & Mayhem feat. Waka Flocka Flame,108,5:14,Hip-Hop,,,Spring
104,7 - Lunges,Rise and Shine,Deorro,161,4:51,EDM,,,"Summer, Spring"
104,8 - Shoulders,Into Dust,Paris Blohm feat. Elle Vee,128,5:34,EDM,,,
104,9 - Core,No Vacancy,OneRepublic,92,3:48,Pop,,,Short (<4:30)
104,10 - Cooldown,Quit,Cashmere Cat feat. Ariana Grande,0,4:23,Pop,,,"Women of Pop, Short (<4:30)"
105,1 - Warmup,All Stars,Martin Solveig feat. Alma,78,5:21,Pop,,,"Summer, Positive Vibes"
105,2 - Squats,Do Or Die,Blasterjaxx feat. Lara,130,5:40,EDM,,,"Halloween, New Year's Eve"
105,3 - Chest,The Man,The Killers,122,5:25,Rock,,,
105,4 - Back,Stay For It,RL Grime feat. Miguel,88,6:12,EDM,,,"Sing-Along, Long (>6 min)"
105,5 - Triceps,What About Us,P!nk,133,5:34,Pop,,,"P!nk, Women of Pop, Break-Up Songs"
105,6 - Biceps,Champion,Fall Out Boy,129,4:55,Rock,,,"Emo, Positive Vibes, Pride"
105,7 - Lunges,How Do You Feel Right Now,Axwell/\Ingrosso,236,5:47,Pop,Hard,,Hard
105,8 - Shoulders,Lean Back (NGHTMRE Remix),Terror Squad,123,4:49,Hip-Hop,,Easy to Learn,Easy to Learn
105,9 - Core,Sweat,The All American Rejects,84,3:09,Rock,,,"Emo, Summer, Short (<4:30)"
105,10 - Cooldown,Break My Habits,Topic,0,2:57,Pop,,,Short (<4:30)
106,1 - Warmup,Still The One,Kill The Buzz & Hardwell feat. Max Collins,76,5:06,Pop,,,Positive Vibes
106,2 - Squats,I Am Here,P!nk,122,5:21,Pop,,,"P!nk, Women of Pop, Positive Vibes, Pride"
106,3 - Chest,Little Thing Gone Wild,Black Rebel Motorcycle Club,126,5:30,Rock,,,"Beast Mode, Spring"
106,4 - Back,Say Less,Dillon Francis feat. G-Eazy,130,5:39,EDM,Hard,,"Hard, Beast Mode, Spicy"
106,5 - Triceps,Tell Me You Love Me,Galantis & Throttle,117,4:59,Pop,,,Valentine's Day
106,6 - Biceps,Walk On Water,Thirty Seconds To Mars,124,5:10,Rock,,,"Emo, Positive Vibes"
106,7 - Lunges,Coco's Miracle (Club Mix),Fedde le Grand & Dannic vs Coco Star,268,6:05,EDM,Hard,,"Hard, Long (>6 min)"
106,8 - Shoulders,Tribes,Chase & Status,174,4:54,Hip-Hop,,,"Halloween, Beast Mode"
106,9 - Core,Revenge,P!nk feat. Eminem,97,3:50,Rock,,,"P!nk, Women of Pop, Short (<4:30)"
106,10 - Cooldown,Stargazing,Kygo feat. Justin Jesso,0,4:01,Pop,,,"Summer, Short (<4:30)"
107,1 - Warmup,Lullaby,Sigala & Paloma Faith,86,5:13,Pop,,,
107,2 - Squats,Dreamer (Matisse & Sadko Remix,Axwell/\Ingrosso,140,6:13,EDM,,,"Positive Vibes, Long (>6 min)"
107,3 - Chest,Dangerous Night,Thirty Seconds To Mars,136,5:29,Rock,,,"Emo, Halloween"
107,4 - Back,BOOM,Tiesto & Sevenn feat. Gucci Mane,102,5:38,Hip-Hop,,,Spicy
107,5 - Triceps,No Excuses,Meghan Trainor,132,4:58,Pop,,,"Women of Pop, Break-Up Songs"
107,6 - Biceps,Church,Fall Out Boy,118,5:02,Rock,,,"Emo, Easy to Learn"
107,7 - Lunges,Going Mad,Paces feat. CLYPSO & Raven Felix,214,5:41,EDM,Hard,,"Halloween, Hard"
107,8 - Shoulders,We Want Your Soul (Rob & Jack Remix),Dada Life,126,5:33,EDM,,,Halloween
107,9 - Core,2 Da Moon,"Towkio feat. Teddy Jackson, Grace Webber",62,2:54,Hip-Hop,,,"Halloween, Short (<4:30)"
107,10 - Cooldown,Miss You (NVOY Remix),Young France,0,3:10,EDM,,,Short (<4:30)
107,4 - Back,I Bet You Wanna,Gnome,102,5:38,EDM,,,
108,1 - Warmup,Panic Room,Au/Ra & CamelPhat,82,5:33,EDM,,,Halloween
108,2 - Squats,Pump It Up,"Nari, Pain, Tava & Luciana",146,5:43,EDM,,,"New Year's Eve, Positive Vibes, Pride"
108,3 - Chest,Great Wide Open,Thirty Seconds To Mars,72,6:02,Rock,,,"Emo, Long (>6 min), Spring"
108,4 - Back,Therapy,Armin Van Buuren feat. James Newman,97,6:15,EDM,,,Long (>6 min)
108,5 - Triceps,Say Amen,Panic! At The Disco,146,5:21,Rock,Hard,,"Emo, Hard"
108,6 - Biceps,Make It Rain,Fat Joe & Lil Wayne,147,4:54,Hip-Hop,,,Spring
108,7 - Lunges,Ready For It,Camada feat. Tribes,142,5:04,EDM,,,
108,8 - Shoulders,Boomshakalaka,MR.BLACK & Diego Miranda feat. The Kemist,86,5:40,Hip-Hop,,,"Hard, Beast Mode"
108,9 - Core,Let You Be Right,Meghan Trainor,64,3:57,Pop,,,"Women of Pop, Break-Up Songs, Short (<4:30)"
108,10 - Cooldown,Remind Me To Forget,Kygo & Miguel,0,3:42,Pop,,,"Break-Up Songs, Short (<4:30)"
109,1 - Warmup,Jackie Chan,Tiesto & Dzeko Feat. Preme & Post Malone,92,5:38,EDM,,,
109,2 - Squats,Natural,Imagine Dragons,146,6:25,Rock,Hard,,"Sing-Along, Hard, Long (>6 min)"
109,3 - Chest,Satisfied,Galantis feat. Max,104,5:22,EDM,,,"Sing-Along, Spicy"
109,4 - Back,The Island Pt.1 (Dawn) [Skrillex Remix),Pendulum,114,5:48,EDM,,,Summer
109,5 - Triceps,I Like It,Cardi B,144,5:08,Hip-Hop,Hard,,"Sing-Along, Hard"
109,6 - Biceps,Shadowboxer,Good Charlotte,118,4:59,Rock,,,Emo
109,7 - Lunges,The In Between,Elephante feat. Anjulie,176,5:40,EDM,,,"Break-Up Songs, Spring"
109,8 - Shoulders,Blah Blah Blah,Armin Van Buuren,120,5:29,EDM,Hard,,"Hard, Beast Mode"
109,9 - Core,Complicated,Mura Masa & NAO,65,3:44,Pop,,,"Short (<4:30), Break-Up Songs"
109,10 - Cooldown,Deep End,Daughtry,0,3:59,Rock,,,Short (<4:30)
110,1 - Warmup,I Need,Wilkinson feat. Hayla,111,5:13,EDM,,,"Valentine's Day, Easy to Learn"
110,2 - Squats,Wild Wild Son (Club Mix),Armin Van Buuren feat. Sam Martin,109,5:41,EDM,,,Spring
110,3 - Chest,Heads Up,JAIN,75,4:54,Pop,,,
110,4 - Back,First Time,"Seven Lions, SLANDER & Dabin feat. Dylan Matthew",131,6:23,Pop,,,"Valentine's Day, Long (>6 min)"
110,5 - Triceps,Woman Like Me,Little Mix feat. Nicki Minaj,135,5:35,Pop,,,Women of Pop
110,6 - Biceps,Machine,Imagine Dragons,149,5:12,Rock,Hard,,Hard
110,7 - Lunges,Buscando,GTA & Jenn Morel,172,6:00,Latin,,,Long (>6 min)
110,8 - Shoulders,Losing It,FISHER,122,5:42,EDM,,,
110,9 - Core,Taki Taki,"DJ Snake feat. Selena Gomez, Ozuna & Cardi B",104,3:42,Latin,,,"Women of Pop, Short (<4:30), Sing-Along"
110,10 - Cooldown,Want To,Dua Lipa,0,3:42,Pop,,,"Women of Pop, Short (<4:30)"
110,9 - Core,"1, 2, 3",Liberty Woes,66,3:20,Hip-Hop,,,Short (<4:30)
111,1 - Warmup,Speechless (Nicolas Haelg Remix),Robin Schulz feat. Erika Sirola,88,5:14,EDM,,,Valentine's Day
111,2 - Squats,Chase The Sun (Extended Mix),Hardwell & Dannic feat. Keli- Leigh,121,5:44,EDM,,,"Summer, Spring, Winter"
111,3 - Chest,Youngblood,5 Seconds Of Summer,107,5:38,Rock,,,"Emo, Halloween"
111,4 - Back,Reserve,Egzod feat. Leo The Kind,106,5:43,Rock,Hard,,"Positive Vibes, Beast Mode, Hard"
111,5 - Triceps,High Hopes,Panic! At The Disco,174,5:49,Rock,Hard,,"Emo, Hard"
111,6 - Biceps,Walk Me Home,P!nk,115,4:38,Pop,,,"P!nk, Women of Pop"
111,7 - Lunges,Face My Fears,Upside Below,204,6:01,EDM,,,"Positive Vibes, Long (>6 min), Halloween"
111,8 - Shoulders,Focus,Deorro feat. Lena Leon,129,5:44,EDM,,,
111,9 - Core,FOOLISH,Meghan Trainor,100,3:24,Pop,,,"Valentine's Day, Easy to Learn, Women of Pop, Short (<4:30)"
111,10 - Cooldown,Imagine,Ariana Grande,0,3:37,Pop,,,"Women of Pop, Short (<4:30)"
112,1 - Warmup,So Close,"NOTD, Felix Jaehn & Captain Cuts feat. Georgia Ku",100,5:11,Pop,,,"Break-Up Songs, Easy to Learn, Spring"
112,2 - Squats,Starry Eyes (Steerner Remix),Young Bombs,128,5:43,EDM,,,Summer
112,3 - Chest,Killer Queen,5 Seconds Of Summer,87,5:02,Rock,,,"Emo, Halloween, Break-Up Songs"
112,4 - Back,UCLA (Heimanu Remix),RL Grime feat. 24hrs,102,5:50,Hip-Hop,,,Beast Mode
112,5 - Triceps,Hustle,P!nk,174,5:00,Pop,Hard,,"P!nk, Women of Pop, Hard"
112,6 - Biceps,Dies Irae,Apashe & Black Prez,120,5:39,Hip-Hop,,,"Halloween, Beast Mode"
112,7 - Lunges,Pica,"Deorro, Henry Fong & Elvis Crespo",170,5:41,Latin,,,
112,8 - Shoulders,Do It Again,Steve Aoki & Alok,126,5:26,EDM,,,
112,9 - Core,No New Friends,"LSD feat Sia, Diplo & Labrinth",77,2:59,Pop,,,"Sing-Along, Short (<4:30)"
112,10 - Cooldown,Miracle,Labrinth,0,3:55,Pop,,,Short (<4:30)
113,1 - Warmup,When In Rome,Gattuso & Damon Sharpe,101,5:31,Pop,,,
113,2 - Squats,It's Gonna Be Alright (Netsky & t1r Remix),Jon Lemmon,126,5:25,EDM,,,Positive Vibes
113,3 - Chest,Hope For The Underrated Youth,YUNGBLUD,118,5:08,Rock,,,Emo
113,4 - Back,Don't Kill My High (Squalzz Remix),Lost Kings feat. Wiz Khalifa & Social House,128,5:45,EDM,,,Sing-Along
113,5 - Triceps,Post Malone,Sam Feldt feat. RANI,220,5:40,Pop,,,
113,6 - Biceps,Better As One,Toll Taken,118,4:48,Rock,,,
113,7 - Lunges,When The Lights Go Down,DJ Snake,184,5:55,EDM,,,
113,8 - Shoulders,It Goes Like,Afrojack,136,5:44,EDM,,Easy to Learn,Easy to Learn
113,9 - Core,Mad Love,Mabel,60,2:54,Pop,,,"Valentine's Day, Short (<4:30), Spicy"
113,10 - Cooldown,The Greatest,SIX60,0,2:56,Pop,,,Short (<4:30)
113,9 - Core,Take Me Home,Tamagotchii,60,2:54,EDM,,,Short (<4:30)
114,1 - Warmup,This Groove (Codeko Remix),Oliver Heldens & LENNO,108,5:11,Pop,,,Positive Vibes
114,2 - Squats,Pin The Grenade,Blink-182,152,4:55,Rock,,,"Emo, Break-Up Songs"
114,3 - Chest,Wopbabalubop Bulapbub Boom,Kool Hertz,150,5:28,EDM,,,
114,4 - Back,Your Gain,Swif7,122,5:02,EDM,,,
114,5 - Triceps,Disco Inferno,50 Cent,102,5:36,Hip-Hop,,,Summer
114,6 - Biceps,Like A Girl,Lizzo,170,4:59,Hip-Hop,,,"Women of Pop, Sing-Along, Positive Vibes"
114,7 - Lunges,Lay It Down,Carmada feat. Georgi Kay,204,4:58,EDM,,,
114,8 - Shoulders,Azumba,Head Over Heels,144,5:17,EDM,,,
114,9 - Core,Dance Monkey,Tones and I,92,3:34,Pop,,,"Sing-Along, New Year's Eve, Short (<4:30)"
114,10 - Cooldown,Catching Feelings,Drax Project feat. Six60,0,3:44,Pop,,,Short (<4:30)
115,1 - Warmup,Hold Me Close,Sam Feldt feat. Ella Henderson,95,5:25,Pop,,,Valentine's Day
115,2 - Squats,Green Light,Lady Bri,148,5:03,EDM,,,
115,3 - Chest,Work,Apashe & Vo Williams,140,5:58,EDM,,,
115,4 - Back,Another Way,Seven Lions feat. April Bender,106,5:57,EDM,,,
115,5 - Triceps,Break My Heart,Dua Lipa,74,5:52,Pop,,,"Valentine's Day, Break-Up Songs, Sing-Along, Women of Pop"
115,6 - Biceps,Skip Jump Stomp,Atomic Drum Assembly,116,4:50,EDM,,,
115,7 - Lunges,Faith,Nurko & Dia Frampton,100,4:50,EDM,,,
115,8 - Shoulders,I Can Flex,Brevis & Drama B,132,5:16,EDM,,,
115,9 - Core,Wildflower,5 Seconds of Summer,72,3:46,Rock,,,"Valentine's Day, Emo, Summer, Spring, Short (<4:30)"
115,10 - Cooldown,I Love You's,Hailee Steinfield,0,3:41,Pop,,,"Valentine's Day, Short (<4:30)"
116,1 - Warmup,Otherside,Jon Lemmon,93,5:00,Pop,,,Positive Vibes
116,2 - Squats,The Squat Song (Extended),MOTi & BODYWORX,125,5:12,EDM,,,
116,3 - Chest,Whoppa,Tinie Tempah feat. Sofia Reyes & Farina,115,5:12,Hip-Hop,,,Sing-Along
116,4 - Back,Lacrimosa,Apashe,117,5:27,EDM,,,"Halloween, Hard, Beast Mode"
116,5 - Triceps,Too Far Gone (Wild Cards Remix),Lost Kings feat. Anna Clendening,92,5:14,Pop,,,
116,6 - Biceps,As Good As It Gets,Posthumous Halloumi,110,4:45,Pop,,,"Positive Vibes, Spring, Sing-Along"
116,7 - Lunges,Dhol Life,Wiwek feat. Suraj & Suren,172,4:53,EDM,,,
116,8 - Shoulders,Rari,Swimnaked,105,5:38,Hip-Hop,,,
116,9 - Core,Kadungdung,Kuenta I Tambu,65,2:50,Latin,,,Short (<4:30)
116,10 - Cooldown,My Oasis,Sam Smith feat. Burna Boy,0,3:04,Pop,,,Short (<4:30)
116,4 - Back,Bright,NOAM DEE,136,5:37,EDM,,,
116,3 - Chest,Leyendas,Lu-Ni,115,5:12,EDM,,,
117,1 - Warmup,Heaven On My Mind,Becky Hill & Sigala,96,4:52,Pop,,,Positive Vibes
117,2 - Squats,Nothing For Free,Pendulum,154,5:22,EDM,,,"Beast Mode, Break-Up Songs"
117,3 - Chest,I Hate How Much I Want You,"The Struts, Phil Collen & Joe Elliott",116,5:49,Rock,,,Break-Up Songs
117,4 - Back,The Wolf And Cage,NAOM DEE,108,5:30,EDM,,,
117,5 - Triceps,How You Like That,BLACKPINK,78,4:48,K-Pop,,,Beast Mode
117,6 - Biceps,French Toast,FLOYD WONDER,106,4:46,Hip-Hop,,,Easy to Learn
117,7 - Lunges,I Want It,Yellow Claw & Wiwek,216,5:04,EDM,,,
117,8 - Shoulders,The Movement,Kid Ink,111,5:38,Rock,,,Beast Mode
117,9 - Core,Levitating,Dua Lipa feat. DaBaby,166,3:28,Pop,Hard,,"Women of Pop, Sing-Along, Hard, Short (<4:30)"
117,10 - Cooldown,Diamonds,Sam Smith,0,3:37,Pop,,,"Break-Up Songs, Short (<4:30)"
118,1 - Warmup,Bad At Being Alone (Jay Hardaway Remix),Codeko,81,4:33,Pop,,,
118,2 - Squats,Tell Me You Love Me (Matrix & Futurebound Remix),Demi Lovato,142,5:02,Pop,,,"Women of Pop, Valentine's Day"
118,3 - Chest,This Is My World,Esterly feat. Austin Jenckes,146,6:01,Rock,,,Long (>6 min)
118,4 - Back,Mula,Eliminate,114,5:59,EDM,,,
118,5 - Triceps,Feeling Alive,Earl St. Clair,122,5:20,Pop,Hard,,"Positive Vibes, Hard, Spring"
118,6 - Biceps,Drip,Boombox Cartel & Dillon Francis feat. Desiigner,118,4:28,Hip-Hop,,,"Winter, Short (<4:30)"
118,7 - Lunges,Dura,Daddy Yankee,157,5:48,Latin,Hard,,Hard
118,8 - Shoulders,Winter is Coming,CloZee,100,5:33,EDM,,,Winter
118,9 - Core,Rotate,Becky G & Burna Boy,64,3:24,Pop,,,Short (<4:30)
118,10 - Cooldown,Beautiful Mistake,Maroon 5 feat. Megan Thee Stallion,0,3:52,Pop,,,Short (<4:30)
119,1 - Warmup,Imagine,Punctual,88,4:53,Pop,,,
119,2 - Squats,All You Ever Wanted (Sub Focus Remix),Rag'n'Bone Man,148,6:15,EDM,,,Long (>6 min)
119,3 - Chest,Come Alive,Pendulum,128,6:25,Rock,,,"Beast Mode, Halloween, Spring, Long (>6 min)"
119,4 - Back,1000 Faces,Jason Ross & Dia Frampton,97,5:17,EDM,,Easy to Learn,Easy to Learn
119,5 - Triceps,What's Up Danger,Blackway & Black Caviar,104,5:23,Hip-Hop,,,Halloween
119,6 - Biceps,Boom! Shake The Room,DJ Jazzy Jeff & The Fresh Prince,136,4:48,Hip-Hop,,,"Positive Vibes, Sing-Along"
119,7 - Lunges,Girl With The Bat,Idris Elba feat. Shadow Boxxer,179,5:54,EDM,,,Halloween
119,8 - Shoulders,Singularity,REMNANT.exe,158,5:11,EDM,,,Beast Mode
119,9 - Core,Nobody Like You (Retrovision Flip),Landis,254,5:18,EDM,,,
119,10 - Cooldown,Be Somebody,Dillion Francis feat. Evie Irie,0,2:49,Pop,,,Short (<4:30)
120,1 - Warmup,Remember,Divvy Nation,67,4:56,Pop,,,
120,2 - Squats,Alive,Dimension feat. Poppy Baskcomb,140,6:04,Pop,,,"Positive Vibes, Spring, Long (>6 min)"
120,3 - Chest,Go Hard or Go Home,Wiz Khalifa & Iggy Azalea,109,4:58,Hip-Hop,,,Beast Mode
120,4 - Back,Peace (Kaivon Remix),Alison Wonderland,93,5:06,EDM,,,Break-Up Songs
120,5 - Triceps,By Your Side,Calvin Harris feat. Tom Grennan,115,4:55,EDM,,,"Positive Vibes, Easy to Learn"
120,6 - Biceps,Jungle,X-Ambassadors & Jamie N Commons,99,4:58,Rock,,,"Hard, Beast Mode, Easy to Learn"
120,7 - Lunges,Your Body,Valentino Khan x Nitti Gritti,148,4:59,EDM,,,
120,8 - Shoulders,Come & Go,Juice WRLD & Marshmello,83,4:52,EDM,,,Sing-Along
120,9 - Core,Gold (KYND Remix),Sebastian feat. Bright Sparks,98,4:53,Pop,,,Break-Up Songs
120,10 - Cooldown,y r u far away,Jon Lemmon feat. MAREINBAD,0,3:17,Pop,,,Short (<4:30)
121,1 - Warmup,Tokyo,3LAU feat. XIRA,75,5:14,Pop,,,
121,2 - Squats,Downtown,Nice Enough feat. Ash,120,5:42,EDM,,,
121,3 - Chest,Anita,Armin van Buuren & Timmy Trumpet,149,5:26,Latin,,,
121,4 - Back,Aarena,ISOxo,101,5:45,EDM,Hard,,Hard
121,5 - Triceps,MONTERO (Call Me By Your Name),Little Nas X,94,4:39,Hip-Hop,,,Sing-Along
121,6 - Biceps,damn Right Pt. 2,AUDREY NUNA & DJ Snake,130,4:59,Hip-Hop,,,
121,7 - Lunges,Follow Me,Wiwek,128,5:22,EDM,,,
121,8 - Shoulders,Shake The Ground,NOAM DEE,100,5:43,EDM,,,Spring
121,9 - Core,Don't Go Yet,Trilobite Trilogy,170,4:38,Pop,,,
121,10 - Cooldown,Moth To A Flame,Swedish House Mafia & The Weeknd,0,3:59,Pop,,,"Sing-Along, Short (<4:30)"
122,1 - Warmup,Not Alone,Codeko & April Bender,123,4:55,EDM,,,
122,2 - Squats,BADBOY,Fas Fash,108,4:58,EDM,,,
122,3 - Chest,edamame,bbno$ & Rich Brian,95,5:06,Hip-Hop,,,"Beast Mode, Hard, Spicy"
122,4 - Back,U & Me (Baauer Remix),alt-J,112,5:39,EDM,,,
122,5 - Triceps,Dirty Sexy Money,Chilli Larder,104,4:31,Pop,,,
122,6 - Biceps,HUMBLE (Skrillex Remix),Kendrick Lamar,104,3:59,Hip-Hop,,,"Beast Mode, Short (<4:30)"
122,7 - Lunges,Holy Water,Galantis,176,4:35,Pop,,,"Easy to Learn, Spicy"
122,8 - Shoulders,GUD VIBRATIONS,NGHTMRE & SLANDER,119,5:25,EDM,,,Positive Vibes
122,9 - Core,Say Nothing,Flume feat. MAY-A,152,5:10,Pop,,,
122,10 - Cooldown,Cool Again,Faraway Earthside,0,3:17,Pop,,,"Winter, Short (<4:30)"
122,7 - Lunges,I've Found My Way,Hallman feat. ELWIN,176,4:35,Pop,,,Positive Vibes
123,1 - Warmup,Run (Galantis & Misha K VIP Mix),Becky Hill & Galantis,77,4:33,Pop,,,"Break-Up Songs, Women of Pop"
123,2 - Squats,Watercolour,Chromium Chaos,112,5:09,EDM,,,Spring
123,3 - Chest,Clap Snap,Icona Pop,136,5:33,Pop,,Easy to Learn,"Women of Pop, Positive Vibes, Easy to Learn"
123,4 - Back,Flatline,Blanke feat. Calivania,118,5:26,EDM,,,
123,5 - Triceps,Medicine,E-Jux,114,5:04,Pop,,,
123,6 - Biceps,Bad Girls,M.I.A,93,5:15,Hip-Hop,Hard,,"Hard, Spicy"
123,7 - Lunges,The Way We Do This,Ape Drums feat. Busy Signal & Major,164,5:51,EDM,,,Beast Mode
123,8 - Shoulders,Take U There,Jack U feat. Kiesza,100,4:57,EDM,,,
123,9 - Core,Money Money,Molly Wolfes,72,4:02,Pop,,,Short (<4:30)
123,10 - Cooldown,Sunday,Joy Oladokun,0,3:18,Pop,,,Short (<4:30)
123,3 - Chest,Delicately Poised,Capital Theatre,85,5:41,Rock,,,
124,1 - Warmup,Drive Away (RetroVision Remix),Krewella,106,5:13,Pop,,,Break-Up Songs
124,2 - Squats,We've Got Us,Mecco,136,5:40,Pop,,,
124,3 - Chest,Lonely Boy,The Black Keys,103,4:53,Rock,,,"Hard, Break-Up Songs"
124,4 - Back,Won't Make A Sound,ARMNHMR & NURKO feat. Micah Martin,88,6:37,Rock,,,Long (>6 min)
124,5 - Triceps,2 Be Loved (Am I Ready),Lizzo,106,5:17,Hip-Hop,,Easy to Learn,"Women of Pop, Valentine's Day, Sing-Along, Easy to Learn"
124,6 - Biceps,Fancy (GTA Remix),Iggy Azalea feat. Charli XCX,91,4:17,Hip-Hop,,,Short (<4:30)
124,7 - Lunges,Voodoo (Tiesto Remix),Badshah & J Balvin,108,4:53,Latin,,Easy to Learn,"Halloween, Easy to Learn, Beast Mode"
124,8 - Shoulders,Hunnid,Chino Casino,90,4:42,Hip-Hop,,,
124,9 - Core,Now Is When I Need You,Goldfield,111,5:12,Pop,,,
124,10 - Cooldown,LOL,Mabel,0,3:37,Pop,,,Short (<4:30)
United,1 - Warmup,Better Off Without You,Becky Hill feat. Shift K3Y,98,5:19,Pop,,,"Women of Pop, Break-Up Songs, Positive Vibes"
United,2 - Squats,Oh My My,Summer Kennedy,124,5:35,Pop,,,"Women of Pop, Positive Vibes"
United,3 - Chest,Sway With Me,Ivory Stone,120,5:09,Hip-Hop,,,
United,4 - Back,Pray,Egzod feat. RIELL,90,5:16,EDM,,Easy to Learn,Easy to Learn
United,5 - Triceps,Stupid Love,Lady Gaga,94,5:18,Pop,,,"Women of Pop, Valentine's Day, Break-Up Songs"
United,6 - Biceps,Billionaire,FLOYD WONDER,141,5:03,Hip-Hop,,,Easy to Learn
United,7 - Lunges,Gold,Koven,144,5:06,Pop,,Easy to Learn,"Break-Up Songs, Easy to Learn"
United,8 - Shoulders,Break It Down,Big Dope P,112,5:01,EDM,,,
United,9 - Core,Maldad,Steve Aoki & Maluma,46,2:52,Pop,,,"Easy to Learn, Short (<4:30)"
United,10 - Cooldown,Sanctuary,Welshly Arms,0,3:52,Rock,,,"Valentine's Day, Positive Vibes, Short (<4:30)"
125,1 - Warmup,My Feelings,Riggi & Piros x VENIICE with RANI,,4:54,Pop,,,
125,2 - Squats,Big City Life,Luude & Mattafix,,5:04,Pop,,,
125,3 - Chest,Pump It Louder,Tiesto & Black Eyed Peas,,5:22,EDM,,Easy to Learn,"Sing-Along, New Year's Eve, Easy to Learn"
125,4 - Back,My Feet Don't Work No More,Splasher,,5:50,Rock,,,
125,5 - Triceps,Worth It,Fifth Harmony feat. Kid Ink,,5:37,Pop,,Easy to Learn,"Women of Pop, Easy to Learn"
125,6 - Biceps,Drop It,K3rk,,5:17,Pop,,,
125,7 - Lunges,Goin Up,Valentino Khan,,5:19,Pop,,,
125,8 - Shoulders,Free,Shy Guys,,5:14,Pop,,,
125,9 - Core,Tropicana,Boomdabash feat. Annalisa,,4:42,Latin,,,Summer
125,10 - Cooldown,Fantasy,Traiko,,4:06,Pop,,,"Valentine's Day, Sing-Along, Women of Pop, Short (<4:30)"
126,1 - Warmup,about you (Felix Cartal Remix),NOTD feat. Nightly,,4:39,EDM,,,
126,2 - Squats,La Bomba,Armin van Buuren & Blasterjaxx,,5:51,EDM,,,Beast Mode
126,3 - Chest,Massive,Drake,,5:42,Hip-Hop,,,
126,4 - Back,Scandalous (Hairitage Remix),Gryffin & Tinashe,,4:57,EDM,,Easy to Learn,Easy to Learn
126,5 - Triceps,I'm Not Cool,HyunA,,4:51,K-Pop,,,Summer
126,6 - Biceps,Icon,Jaden,,4:51,Hip-Hop,,,
126,7 - Lunges,Morenita,Blusek,,5:40,Pop,,,
126,8 - Shoulders,Higher Ground,TNGHT,,5:31,Pop,,,Spring
126,9 - Core,Ghetto Rock,Friend Within,,4:52,Pop,,,
126,10 - Cooldown,headlock,Tep No x Marshall X Lindsey Ray,,3:17,Pop,,,Short (<4:30)
